module,name,kind,signature,doc,file
timesfm.torch.dense,ResidualBlock.register_forward_pre_hook,method,"(self, hook: collections.abc.Callable[[~T, tuple[typing.Any, ...]], typing.Any | None] | collections.abc.Callable[[~T, tuple[typing.Any, ...], dict[str, typing.Any]], tuple[typing.Any, dict[str, typing.Any]] | None], *, prepend: bool = False, with_kwargs: bool = False) -> torch.utils.hooks.RemovableHandle","Register a forward pre-hook on the module.

The hook will be called every time before :func:`forward` is invoked.


If ``with_kwargs`` is false or not specified, the input contains only
the positional arguments given to the module. Keyword arguments won't be
passed to the hooks and only to the ``forward``. The hook can modify the
input. User can either return a tuple or a single modified value in the
hook. We will wrap the value into a tuple if a single value is returned
(unless that value is already a tuple). The hook should have the
following signature::

    hook(module, args) -> None or modified input

If ``with_kwargs`` is true, the forward pre-hook will be passed the
kwargs given to the forward function. And if the hook modifies the
input, both the args and kwargs should be returned.",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\dense.py
timesfm.torch.dense,ResidualBlock.register_full_backward_hook,method,"(self, hook: collections.abc.Callable[['Module', typing.Union[tuple[torch.Tensor, ...], torch.Tensor], typing.Union[tuple[torch.Tensor, ...], torch.Tensor]], typing.Union[NoneType, tuple[torch.Tensor, ...], torch.Tensor]], prepend: bool = False) -> torch.utils.hooks.RemovableHandle","Register a backward hook on the module.

The hook will be called every time the gradients with respect to a module are computed, and its firing rules are as follows:

    1. Ordinarily, the hook fires when the gradients are computed with respect to the module inputs.
    2. If none of the module inputs require gradients, the hook will fire when the gradients are computed
       with respect to module outputs.
    3. If none of the module outputs require gradients, then the hooks will not fire.

The hook should have the following signature::

    hook(module, grad_input, grad_output) -> tuple(Tensor) or None

The :attr:`grad_input` and :attr:`grad_output` are tuples that contain the gradients
with respect to the inputs and outputs respectively. The hook should
not modify its arguments, but ",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\dense.py
timesfm.torch.dense,ResidualBlock.register_full_backward_pre_hook,method,"(self, hook: collections.abc.Callable[['Module', typing.Union[tuple[torch.Tensor, ...], torch.Tensor]], typing.Union[NoneType, tuple[torch.Tensor, ...], torch.Tensor]], prepend: bool = False) -> torch.utils.hooks.RemovableHandle","Register a backward pre-hook on the module.

The hook will be called every time the gradients for the module are computed.
The hook should have the following signature::

    hook(module, grad_output) -> tuple[Tensor, ...], Tensor or None

The :attr:`grad_output` is a tuple. The hook should
not modify its arguments, but it can optionally return a new gradient with
respect to the output that will be used in place of :attr:`grad_output` in
subsequent computations. Entries in :attr:`grad_output` will be ``None`` for
all non-Tensor arguments.

For technical reasons, when this hook is applied to a Module, its forward function will
receive a view of each Tensor passed to the Module. Similarly the caller will receive a view
of each Tensor returned by the Module's forward function.

.. warning ::
",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\dense.py
timesfm.torch.dense,ResidualBlock.register_load_state_dict_post_hook,method,"(self, hook)","Register a post-hook to be run after module's :meth:`~nn.Module.load_state_dict` is called.

It should have the following signature::
    hook(module, incompatible_keys) -> None

The ``module`` argument is the current module that this hook is registered
on, and the ``incompatible_keys`` argument is a ``NamedTuple`` consisting
of attributes ``missing_keys`` and ``unexpected_keys``. ``missing_keys``
is a ``list`` of ``str`` containing the missing keys and
``unexpected_keys`` is a ``list`` of ``str`` containing the unexpected keys.

The given incompatible_keys can be modified inplace if needed.

Note that the checks performed when calling :func:`load_state_dict` with
``strict=True`` are affected by modifications the hook makes to
``missing_keys`` or ``unexpected_keys``, as expected. Additions",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\dense.py
timesfm.torch.dense,ResidualBlock.register_load_state_dict_pre_hook,method,"(self, hook)","Register a pre-hook to be run before module's :meth:`~nn.Module.load_state_dict` is called.

It should have the following signature::
    hook(module, state_dict, prefix, local_metadata, strict, missing_keys, unexpected_keys, error_msgs) -> None  # noqa: B950

Arguments:
    hook (Callable): Callable hook that will be invoked before
        loading the state dict.",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\dense.py
timesfm.torch.dense,ResidualBlock.register_module,method,"(self, name: str, module: Optional[ForwardRef('Module')]) -> None",Alias for :func:`add_module`.,c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\dense.py
timesfm.torch.dense,ResidualBlock.register_parameter,method,"(self, name: str, param: torch.nn.parameter.Parameter | None) -> None","Add a parameter to the module.

The parameter can be accessed as an attribute using given name.

Args:
    name (str): name of the parameter. The parameter can be accessed
        from this module using the given name
    param (Parameter or None): parameter to be added to the module. If
        ``None``, then operations that run on parameters, such as :attr:`cuda`,
        are ignored. If ``None``, the parameter is **not** included in the
        module's :attr:`state_dict`.",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\dense.py
timesfm.torch.dense,ResidualBlock.register_state_dict_post_hook,method,"(self, hook)","Register a post-hook for the :meth:`~torch.nn.Module.state_dict` method.

It should have the following signature::
    hook(module, state_dict, prefix, local_metadata) -> None

The registered hooks can modify the ``state_dict`` inplace.",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\dense.py
timesfm.torch.dense,ResidualBlock.register_state_dict_pre_hook,method,"(self, hook)","Register a pre-hook for the :meth:`~torch.nn.Module.state_dict` method.

It should have the following signature::
    hook(module, prefix, keep_vars) -> None

The registered hooks can be used to perform pre-processing before the ``state_dict``
call is made.",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\dense.py
timesfm.torch.dense,ResidualBlock.requires_grad_,method,"(self, requires_grad: bool = True) -> Self","Change if autograd should record operations on parameters in this module.

This method sets the parameters' :attr:`requires_grad` attributes
in-place.

This method is helpful for freezing part of the module for finetuning
or training parts of a model individually (e.g., GAN training).

See :ref:`locally-disable-grad-doc` for a comparison between
`.requires_grad_()` and several similar mechanisms that may be confused with it.

Args:
    requires_grad (bool): whether autograd should record operations on
                          parameters in this module. Default: ``True``.

Returns:
    Module: self",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\dense.py
timesfm.torch.dense,ResidualBlock.set_extra_state,method,"(self, state: Any) -> None","Set extra state contained in the loaded `state_dict`.

This function is called from :func:`load_state_dict` to handle any extra state
found within the `state_dict`. Implement this function and a corresponding
:func:`get_extra_state` for your module if you need to store extra state within its
`state_dict`.

Args:
    state (dict): Extra state from the `state_dict`",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\dense.py
timesfm.torch.dense,ResidualBlock.set_submodule,method,"(self, target: str, module: 'Module', strict: bool = False) -> None","Set the submodule given by ``target`` if it exists, otherwise throw an error.

.. note::
    If ``strict`` is set to ``False`` (default), the method will replace an existing submodule
    or create a new submodule if the parent module exists. If ``strict`` is set to ``True``,
    the method will only attempt to replace an existing submodule and throw an error if
    the submodule does not exist.

For example, let's say you have an ``nn.Module`` ``A`` that
looks like this:

.. code-block:: text

    A(
        (net_b): Module(
            (net_c): Module(
                (conv): Conv2d(3, 3, 3)
            )
            (linear): Linear(3, 3)
        )
    )

(The diagram shows an ``nn.Module`` ``A``. ``A`` has a nested
submodule ``net_b``, which itself has two submodules ``net_c``
and ``li",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\dense.py
timesfm.torch.dense,ResidualBlock.share_memory,method,(self) -> Self,See :meth:`torch.Tensor.share_memory_`.,c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\dense.py
timesfm.torch.dense,ResidualBlock.state_dict,method,"(self, *args, destination=None, prefix='', keep_vars=False)","Return a dictionary containing references to the whole state of the module.

Both parameters and persistent buffers (e.g. running averages) are
included. Keys are corresponding parameter and buffer names.
Parameters and buffers set to ``None`` are not included.

.. note::
    The returned object is a shallow copy. It contains references
    to the module's parameters and buffers.

.. warning::
    Currently ``state_dict()`` also accepts positional arguments for
    ``destination``, ``prefix`` and ``keep_vars`` in order. However,
    this is being deprecated and keyword arguments will be enforced in
    future releases.

.. warning::
    Please avoid the use of argument ``destination`` as it is not
    designed for end-users.

Args:
    destination (dict, optional): If provided, the state o",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\dense.py
timesfm.torch.dense,ResidualBlock.to,method,"(self, *args, **kwargs)","Move and/or cast the parameters and buffers.

This can be called as

.. function:: to(device=None, dtype=None, non_blocking=False)
   :noindex:

.. function:: to(dtype, non_blocking=False)
   :noindex:

.. function:: to(tensor, non_blocking=False)
   :noindex:

.. function:: to(memory_format=torch.channels_last)
   :noindex:

Its signature is similar to :meth:`torch.Tensor.to`, but only accepts
floating point or complex :attr:`dtype`\ s. In addition, this method will
only cast the floating point or complex parameters and buffers to :attr:`dtype`
(if given). The integral parameters and buffers will be moved
:attr:`device`, if that is given, but with dtypes unchanged. When
:attr:`non_blocking` is set, it tries to convert/move asynchronously
with respect to the host if possible, e.g., moving ",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\dense.py
timesfm.torch.dense,ResidualBlock.to_empty,method,"(self, *, device: Union[str, torch.device, int, NoneType], recurse: bool = True) -> Self","Move the parameters and buffers to the specified device without copying storage.

Args:
    device (:class:`torch.device`): The desired device of the parameters
        and buffers in this module.
    recurse (bool): Whether parameters and buffers of submodules should
        be recursively moved to the specified device.

Returns:
    Module: self",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\dense.py
timesfm.torch.dense,ResidualBlock.train,method,"(self, mode: bool = True) -> Self","Set the module in training mode.

This has an effect only on certain modules. See the documentation of
particular modules for details of their behaviors in training/evaluation
mode, i.e., whether they are affected, e.g. :class:`Dropout`, :class:`BatchNorm`,
etc.

Args:
    mode (bool): whether to set training mode (``True``) or evaluation
                 mode (``False``). Default: ``True``.

Returns:
    Module: self",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\dense.py
timesfm.torch.dense,ResidualBlock.type,method,"(self, dst_type: torch.dtype | str) -> Self","Casts all parameters and buffers to :attr:`dst_type`.

.. note::
    This method modifies the module in-place.

Args:
    dst_type (type or string): the desired type

Returns:
    Module: self",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\dense.py
timesfm.torch.dense,ResidualBlock.xpu,method,"(self, device: int | torch.device | None = None) -> Self","Move all model parameters and buffers to the XPU.

This also makes associated parameters and buffers different objects. So
it should be called before constructing optimizer if the module will
live on XPU while being optimized.

.. note::
    This method modifies the module in-place.

Arguments:
    device (int, optional): if specified, all parameters will be
        copied to that device

Returns:
    Module: self",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\dense.py
timesfm.torch.dense,ResidualBlock.zero_grad,method,"(self, set_to_none: bool = True) -> None","Reset gradients of all model parameters.

See similar function under :class:`torch.optim.Optimizer` for more context.

Args:
    set_to_none (bool): instead of setting to zero, set the grads to None.
        See :meth:`torch.optim.Optimizer.zero_grad` for details.",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\dense.py
timesfm.torch.normalization,RMSNorm,class,"(num_features: int, *, epsilon: float = 1e-06)",RMS normalization.,c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\normalization.py
timesfm.torch.normalization,RMSNorm.add_module,method,"(self, name: str, module: Optional[ForwardRef('Module')]) -> None","Add a child module to the current module.

The module can be accessed as an attribute using the given name.

Args:
    name (str): name of the child module. The child module can be
        accessed from this module using the given name
    module (Module): child module to be added to the module.",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\normalization.py
timesfm.torch.normalization,RMSNorm.apply,method,"(self, fn: collections.abc.Callable[['Module'], None]) -> Self","Apply ``fn`` recursively to every submodule (as returned by ``.children()``) as well as self.

Typical use includes initializing the parameters of a model
(see also :ref:`nn-init-doc`).

Args:
    fn (:class:`Module` -> None): function to be applied to each submodule

Returns:
    Module: self

Example::

    >>> @torch.no_grad()
    >>> def init_weights(m):
    >>>     print(m)
    >>>     if type(m) is nn.Linear:
    >>>         m.weight.fill_(1.0)
    >>>         print(m.weight)
    >>> net = nn.Sequential(nn.Linear(2, 2), nn.Linear(2, 2))
    >>> net.apply(init_weights)
    Linear(in_features=2, out_features=2, bias=True)
    Parameter containing:
    tensor([[1., 1.],
            [1., 1.]], requires_grad=True)
    Linear(in_features=2, out_features=2, bias=True)
    Parameter containi",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\normalization.py
timesfm.torch.normalization,RMSNorm.bfloat16,method,(self) -> Self,"Casts all floating point parameters and buffers to ``bfloat16`` datatype.

.. note::
    This method modifies the module in-place.

Returns:
    Module: self",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\normalization.py
timesfm.torch.normalization,RMSNorm.buffers,method,"(self, recurse: bool = True) -> collections.abc.Iterator[torch.Tensor]","Return an iterator over module buffers.

Args:
    recurse (bool): if True, then yields buffers of this module
        and all submodules. Otherwise, yields only buffers that
        are direct members of this module.

Yields:
    torch.Tensor: module buffer

Example::

    >>> # xdoctest: +SKIP(""undefined vars"")
    >>> for buf in model.buffers():
    >>>     print(type(buf), buf.size())
    <class 'torch.Tensor'> (20L,)
    <class 'torch.Tensor'> (20L, 1L, 5L, 5L)",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\normalization.py
timesfm.torch.normalization,RMSNorm.children,method,(self) -> collections.abc.Iterator['Module'],"Return an iterator over immediate children modules.

Yields:
    Module: a child module",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\normalization.py
timesfm.torch.normalization,RMSNorm.compile,method,"(self, *args, **kwargs) -> None","Compile this Module's forward using :func:`torch.compile`.

This Module's `__call__` method is compiled and all arguments are passed as-is
to :func:`torch.compile`.

See :func:`torch.compile` for details on the arguments for this function.",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\normalization.py
timesfm.torch.normalization,RMSNorm.cpu,method,(self) -> Self,"Move all model parameters and buffers to the CPU.

.. note::
    This method modifies the module in-place.

Returns:
    Module: self",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\normalization.py
timesfm.torch.normalization,RMSNorm.cuda,method,"(self, device: int | torch.device | None = None) -> Self","Move all model parameters and buffers to the GPU.

This also makes associated parameters and buffers different objects. So
it should be called before constructing the optimizer if the module will
live on GPU while being optimized.

.. note::
    This method modifies the module in-place.

Args:
    device (int, optional): if specified, all parameters will be
        copied to that device

Returns:
    Module: self",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\normalization.py
timesfm.torch.normalization,RMSNorm.double,method,(self) -> Self,"Casts all floating point parameters and buffers to ``double`` datatype.

.. note::
    This method modifies the module in-place.

Returns:
    Module: self",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\normalization.py
timesfm.torch.normalization,RMSNorm.eval,method,(self) -> Self,"Set the module in evaluation mode.

This has an effect only on certain modules. See the documentation of
particular modules for details of their behaviors in training/evaluation
mode, i.e. whether they are affected, e.g. :class:`Dropout`, :class:`BatchNorm`,
etc.

This is equivalent with :meth:`self.train(False) <torch.nn.Module.train>`.

See :ref:`locally-disable-grad-doc` for a comparison between
`.eval()` and several similar mechanisms that may be confused with it.

Returns:
    Module: self",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\normalization.py
timesfm.torch.normalization,RMSNorm.extra_repr,method,(self) -> str,"Return the extra representation of the module.

To print customized extra information, you should re-implement
this method in your own modules. Both single-line and multi-line
strings are acceptable.",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\normalization.py
timesfm.torch.normalization,RMSNorm.float,method,(self) -> Self,"Casts all floating point parameters and buffers to ``float`` datatype.

.. note::
    This method modifies the module in-place.

Returns:
    Module: self",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\normalization.py
timesfm.torch.normalization,RMSNorm.forward,method,"(self, inputs: torch.Tensor) -> torch.Tensor","Define the computation performed at every call.

Should be overridden by all subclasses.

.. note::
    Although the recipe for forward pass needs to be defined within
    this function, one should call the :class:`Module` instance afterwards
    instead of this since the former takes care of running the
    registered hooks while the latter silently ignores them.",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\normalization.py
timesfm.torch.normalization,RMSNorm.get_buffer,method,"(self, target: str) -> 'Tensor'","Return the buffer given by ``target`` if it exists, otherwise throw an error.

See the docstring for ``get_submodule`` for a more detailed
explanation of this method's functionality as well as how to
correctly specify ``target``.

Args:
    target: The fully-qualified string name of the buffer
        to look for. (See ``get_submodule`` for how to specify a
        fully-qualified string.)

Returns:
    torch.Tensor: The buffer referenced by ``target``

Raises:
    AttributeError: If the target string references an invalid
        path or resolves to something that is not a
        buffer",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\normalization.py
timesfm.torch.normalization,RMSNorm.get_extra_state,method,(self) -> Any,"Return any extra state to include in the module's state_dict.

Implement this and a corresponding :func:`set_extra_state` for your module
if you need to store extra state. This function is called when building the
module's `state_dict()`.

Note that extra state should be picklable to ensure working serialization
of the state_dict. We only provide backwards compatibility guarantees
for serializing Tensors; other objects may break backwards compatibility if
their serialized pickled form changes.

Returns:
    object: Any extra state to store in the module's state_dict",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\normalization.py
timesfm.torch.normalization,RMSNorm.get_parameter,method,"(self, target: str) -> 'Parameter'","Return the parameter given by ``target`` if it exists, otherwise throw an error.

See the docstring for ``get_submodule`` for a more detailed
explanation of this method's functionality as well as how to
correctly specify ``target``.

Args:
    target: The fully-qualified string name of the Parameter
        to look for. (See ``get_submodule`` for how to specify a
        fully-qualified string.)

Returns:
    torch.nn.Parameter: The Parameter referenced by ``target``

Raises:
    AttributeError: If the target string references an invalid
        path or resolves to something that is not an
        ``nn.Parameter``",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\normalization.py
timesfm.torch.normalization,RMSNorm.get_submodule,method,"(self, target: str) -> 'Module'","Return the submodule given by ``target`` if it exists, otherwise throw an error.

For example, let's say you have an ``nn.Module`` ``A`` that
looks like this:

.. code-block:: text

    A(
        (net_b): Module(
            (net_c): Module(
                (conv): Conv2d(16, 33, kernel_size=(3, 3), stride=(2, 2))
            )
            (linear): Linear(in_features=100, out_features=200, bias=True)
        )
    )

(The diagram shows an ``nn.Module`` ``A``. ``A`` which has a nested
submodule ``net_b``, which itself has two submodules ``net_c``
and ``linear``. ``net_c`` then has a submodule ``conv``.)

To check whether or not we have the ``linear`` submodule, we
would call ``get_submodule(""net_b.linear"")``. To check whether
we have the ``conv`` submodule, we would call
``get_submodule(""",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\normalization.py
timesfm.torch.normalization,RMSNorm.half,method,(self) -> Self,"Casts all floating point parameters and buffers to ``half`` datatype.

.. note::
    This method modifies the module in-place.

Returns:
    Module: self",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\normalization.py
timesfm.torch.normalization,RMSNorm.ipu,method,"(self, device: int | torch.device | None = None) -> Self","Move all model parameters and buffers to the IPU.

This also makes associated parameters and buffers different objects. So
it should be called before constructing the optimizer if the module will
live on IPU while being optimized.

.. note::
    This method modifies the module in-place.

Arguments:
    device (int, optional): if specified, all parameters will be
        copied to that device

Returns:
    Module: self",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\normalization.py
timesfm.torch.normalization,RMSNorm.load_state_dict,method,"(self, state_dict: collections.abc.Mapping[str, typing.Any], strict: bool = True, assign: bool = False)","Copy parameters and buffers from :attr:`state_dict` into this module and its descendants.

If :attr:`strict` is ``True``, then
the keys of :attr:`state_dict` must exactly match the keys returned
by this module's :meth:`~torch.nn.Module.state_dict` function.

.. warning::
    If :attr:`assign` is ``True`` the optimizer must be created after
    the call to :attr:`load_state_dict` unless
    :func:`~torch.__future__.get_swap_module_params_on_conversion` is ``True``.

Args:
    state_dict (dict): a dict containing parameters and
        persistent buffers.
    strict (bool, optional): whether to strictly enforce that the keys
        in :attr:`state_dict` match the keys returned by this module's
        :meth:`~torch.nn.Module.state_dict` function. Default: ``True``
    assign (bool, optional",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\normalization.py
timesfm.torch.normalization,RMSNorm.modules,method,(self) -> collections.abc.Iterator['Module'],"Return an iterator over all modules in the network.

Yields:
    Module: a module in the network

Note:
    Duplicate modules are returned only once. In the following
    example, ``l`` will be returned only once.

Example::

    >>> l = nn.Linear(2, 2)
    >>> net = nn.Sequential(l, l)
    >>> for idx, m in enumerate(net.modules()):
    ...     print(idx, '->', m)

    0 -> Sequential(
      (0): Linear(in_features=2, out_features=2, bias=True)
      (1): Linear(in_features=2, out_features=2, bias=True)
    )
    1 -> Linear(in_features=2, out_features=2, bias=True)",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\normalization.py
timesfm.torch.normalization,RMSNorm.mtia,method,"(self, device: int | torch.device | None = None) -> Self","Move all model parameters and buffers to the MTIA.

This also makes associated parameters and buffers different objects. So
it should be called before constructing the optimizer if the module will
live on MTIA while being optimized.

.. note::
    This method modifies the module in-place.

Arguments:
    device (int, optional): if specified, all parameters will be
        copied to that device

Returns:
    Module: self",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\normalization.py
timesfm.torch.normalization,RMSNorm.named_buffers,method,"(self, prefix: str = '', recurse: bool = True, remove_duplicate: bool = True) -> collections.abc.Iterator[tuple[str, torch.Tensor]]","Return an iterator over module buffers, yielding both the name of the buffer as well as the buffer itself.

Args:
    prefix (str): prefix to prepend to all buffer names.
    recurse (bool, optional): if True, then yields buffers of this module
        and all submodules. Otherwise, yields only buffers that
        are direct members of this module. Defaults to True.
    remove_duplicate (bool, optional): whether to remove the duplicated buffers in the result. Defaults to True.

Yields:
    (str, torch.Tensor): Tuple containing the name and buffer

Example::

    >>> # xdoctest: +SKIP(""undefined vars"")
    >>> for name, buf in self.named_buffers():
    >>>     if name in ['running_var']:
    >>>         print(buf.size())",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\normalization.py
timesfm.torch.normalization,RMSNorm.named_children,method,"(self) -> collections.abc.Iterator[tuple[str, 'Module']]","Return an iterator over immediate children modules, yielding both the name of the module as well as the module itself.

Yields:
    (str, Module): Tuple containing a name and child module

Example::

    >>> # xdoctest: +SKIP(""undefined vars"")
    >>> for name, module in model.named_children():
    >>>     if name in ['conv4', 'conv5']:
    >>>         print(module)",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\normalization.py
timesfm.torch.normalization,RMSNorm.named_modules,method,"(self, memo: set['Module'] | None = None, prefix: str = '', remove_duplicate: bool = True)","Return an iterator over all modules in the network, yielding both the name of the module as well as the module itself.

Args:
    memo: a memo to store the set of modules already added to the result
    prefix: a prefix that will be added to the name of the module
    remove_duplicate: whether to remove the duplicated module instances in the result
        or not

Yields:
    (str, Module): Tuple of name and module

Note:
    Duplicate modules are returned only once. In the following
    example, ``l`` will be returned only once.

Example::

    >>> l = nn.Linear(2, 2)
    >>> net = nn.Sequential(l, l)
    >>> for idx, m in enumerate(net.named_modules()):
    ...     print(idx, '->', m)

    0 -> ('', Sequential(
      (0): Linear(in_features=2, out_features=2, bias=True)
      (1): Linear",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\normalization.py
timesfm.torch.normalization,RMSNorm.named_parameters,method,"(self, prefix: str = '', recurse: bool = True, remove_duplicate: bool = True) -> collections.abc.Iterator[tuple[str, torch.nn.parameter.Parameter]]","Return an iterator over module parameters, yielding both the name of the parameter as well as the parameter itself.

Args:
    prefix (str): prefix to prepend to all parameter names.
    recurse (bool): if True, then yields parameters of this module
        and all submodules. Otherwise, yields only parameters that
        are direct members of this module.
    remove_duplicate (bool, optional): whether to remove the duplicated
        parameters in the result. Defaults to True.

Yields:
    (str, Parameter): Tuple containing the name and parameter

Example::

    >>> # xdoctest: +SKIP(""undefined vars"")
    >>> for name, param in self.named_parameters():
    >>>     if name in ['bias']:
    >>>         print(param.size())",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\normalization.py
timesfm.torch.normalization,RMSNorm.parameters,method,"(self, recurse: bool = True) -> collections.abc.Iterator[torch.nn.parameter.Parameter]","Return an iterator over module parameters.

This is typically passed to an optimizer.

Args:
    recurse (bool): if True, then yields parameters of this module
        and all submodules. Otherwise, yields only parameters that
        are direct members of this module.

Yields:
    Parameter: module parameter

Example::

    >>> # xdoctest: +SKIP(""undefined vars"")
    >>> for param in model.parameters():
    >>>     print(type(param), param.size())
    <class 'torch.Tensor'> (20L,)
    <class 'torch.Tensor'> (20L, 1L, 5L, 5L)",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\normalization.py
timesfm.torch.normalization,RMSNorm.register_backward_hook,method,"(self, hook: collections.abc.Callable[['Module', typing.Union[tuple[torch.Tensor, ...], torch.Tensor], typing.Union[tuple[torch.Tensor, ...], torch.Tensor]], typing.Union[NoneType, tuple[torch.Tensor, ...], torch.Tensor]]) -> torch.utils.hooks.RemovableHandle","Register a backward hook on the module.

This function is deprecated in favor of :meth:`~torch.nn.Module.register_full_backward_hook` and
the behavior of this function will change in future versions.

Returns:
    :class:`torch.utils.hooks.RemovableHandle`:
        a handle that can be used to remove the added hook by calling
        ``handle.remove()``",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\normalization.py
timesfm.torch.normalization,RMSNorm.register_buffer,method,"(self, name: str, tensor: torch.Tensor | None, persistent: bool = True) -> None","Add a buffer to the module.

This is typically used to register a buffer that should not be
considered a model parameter. For example, BatchNorm's ``running_mean``
is not a parameter, but is part of the module's state. Buffers, by
default, are persistent and will be saved alongside parameters. This
behavior can be changed by setting :attr:`persistent` to ``False``. The
only difference between a persistent buffer and a non-persistent buffer
is that the latter will not be a part of this module's
:attr:`state_dict`.

Buffers can be accessed as attributes using given names.

Args:
    name (str): name of the buffer. The buffer can be accessed
        from this module using the given name
    tensor (Tensor or None): buffer to be registered. If ``None``, then operations
        that run on buff",c:\Users\hashimoto.ryohei\miniconda3\envs\kaiseki\Lib\site-packages\timesfm\torch\normalization.py
